% av total boende;Antal bostadsrätter;Antal hyresrätter;Antal äganderätter;ContentsCode;Region;Stadsdel;stadsdelsomrade;Statistikområde;Tid;Upplatelseform;Upplåtelseform_Stor;value
0,390243902;256;;;Antal;0180R086_RegSO2025;Stora Mossen;;0180R086 Stora Mossen;2024;bostadsrätt;Bostadsrätt;256
0,135670732;;89;;Antal;0180R086_RegSO2025;Stora Mossen;;0180R086 Stora Mossen;2024;hyresrätt;Hyresrätt;89
;;;;Antal;0180R086_RegSO2025;Stora Mossen;;0180R086 Stora Mossen;2024;uppgift saknas;Uppgift saknas;0
0,002977667;;;6;Antal;0180R087_RegSO2025;Storkyrkan;;0180R087 Storkyrkan;2024;äganderätt;Äganderätt;6
0,37617866;758;;;Antal;0180R087_RegSO2025;Storkyrkan;;0180R087 Storkyrkan;2024;bostadsrätt;Bostadsrätt;758
0,620843672;;1251;;Antal;0180R087_RegSO2025;Storkyrkan;;0180R087 Storkyrkan;2024;hyresrätt;Hyresrätt;1251
;;;;Antal;0180R087_RegSO2025;Storkyrkan;;0180R087 Storkyrkan;2024;uppgift saknas;Uppgift saknas;0
0,242981366;;;978;Antal;0180R088_RegSO2025;Stureby;;0180R088 Stureby;2024;äganderätt;Äganderätt;978
0,416149068;1675;;;Antal;0180R088_RegSO2025;Stureby;;0180R088 Stureby;2024;bostadsrätt;Bostadsrätt;1675
0,340869565;;1372;;Antal;0180R088_RegSO2025;Stureby;;0180R088 Stureby;2024;hyresrätt;Hyresrätt;1372
;;;;Antal;0180R088_RegSO2025;Stureby;;0180R088 Stureby;2024;uppgift saknas;Uppgift saknas;0
0,223417994;;;519;Antal;0180R089_RegSO2025;Sundby;;0180R089 Sundby;2024;äganderätt;Äganderätt;519
0,086526044;201;;;Antal;0180R089_RegSO2025;Sundby;;0180R089 Sundby;2024;bostadsrätt;Bostadsrätt;201
0,690055962;;1603;;Antal;0180R089_RegSO2025;Sundby;;0180R089 Sundby;2024;hyresrätt;Hyresrätt;1603
;;;;Antal;0180R089_RegSO2025;Sundby;;0180R089 Sundby;2024;uppgift saknas;Uppgift saknas;1
0,182933631;;;328;Antal;0180R090_RegSO2025;Svedmyra;;0180R090 Svedmyra;2024;äganderätt;Äganderätt;328
0,438371445;786;;;Antal;0180R090_RegSO2025;Svedmyra;;0180R090 Svedmyra;2024;bostadsrätt;Bostadsrätt;786
0,378694925;;679;;Antal;0180R090_RegSO2025;Svedmyra;;0180R090 Svedmyra;2024;hyresrätt;Hyresrätt;679
;;;;Antal;0180R090_RegSO2025;Svedmyra;;0180R090 Svedmyra;2024;uppgift saknas;Uppgift saknas;0
0,00238379;;;2;Antal;0180R091_RegSO2025;Sydvästra Skarpnäcks gård-Orhem;;0180R091 Sydvästra Skarpnäcks gård-Orhem;2024;äganderätt;Äganderätt;2
0,99523242;835;;;Antal;0180R091_RegSO2025;Sydvästra Skarpnäcks gård-Orhem;;0180R091 Sydvästra Skarpnäcks gård-Orhem;2024;bostadsrätt;Bostadsrätt;835
0,00238379;;2;;Antal;0180R091_RegSO2025;Sydvästra Skarpnäcks gård-Orhem;;0180R091 Sydvästra Skarpnäcks gård-Orhem;2024;hyresrätt;Hyresrätt;2
;;;;Antal;0180R091_RegSO2025;Sydvästra Skarpnäcks gård-Orhem;;0180R091 Sydvästra Skarpnäcks gård-Orhem;2024;uppgift saknas;Uppgift saknas;0
0,152904328;;;537;Antal;0180R092_RegSO2025;Sätra;;0180R092 Sätra;2024;äganderätt;Äganderätt;537
0,278473804;978;;;Antal;0180R092_RegSO2025;Sätra;;0180R092 Sätra;2024;bostadsrätt;Bostadsrätt;978
0,568621868;;1997;;Antal;0180R092_RegSO2025;Sätra;;0180R092 Sätra;2024;hyresrätt;Hyresrätt;1997
;;;;Antal;0180R092_RegSO2025;Sätra;;0180R092 Sätra;2024;uppgift saknas;Uppgift saknas;0
0;;;0;Antal;0180R093_RegSO2025;Södra Adolf Fredrik;;0180R093 Södra Adolf Fredrik;2024;äganderätt;Äganderätt;0
0,620587142;1670;;;Antal;0180R093_RegSO2025;Södra Adolf Fredrik;;0180R093 Södra Adolf Fredrik;2024;bostadsrätt;Bostadsrätt;1670
0,379412858;;1021;;Antal;0180R093_RegSO2025;Södra Adolf Fredrik;;0180R093 Södra Adolf Fredrik;2024;hyresrätt;Hyresrätt;1021
;;;;Antal;0180R093_RegSO2025;Södra Adolf Fredrik;;0180R093 Södra Adolf Fredrik;2024;uppgift saknas;Uppgift saknas;0
0;;;0;Antal;0180R094_RegSO2025;Södra Hammarbyhamnen;;0180R094 Södra Hammarbyhamnen;2024;äganderätt;Äganderätt;0
0,643344889;6124;;;Antal;0180R094_RegSO2025;Södra Hammarbyhamnen;;0180R094 Södra Hammarbyhamnen;2024;bostadsrätt;Bostadsrätt;6124
0,356655111;;3395;;Antal;0180R094_RegSO2025;Södra Hammarbyhamnen;;0180R094 Södra Hammarbyhamnen;2024;hyresrätt;Hyresrätt;3395
;;;;Antal;0180R094_RegSO2025;Södra Hammarbyhamnen;;0180R094 Södra Hammarbyhamnen;2024;uppgift saknas;Uppgift saknas;0
0;;;0;Antal;0180R095_RegSO2025;Södra Högalid;;0180R095 Södra Högalid;2024;äganderätt;Äganderätt;0
0,578273441;1400;;;Antal;0180R095_RegSO2025;Södra Högalid;;0180R095 Södra Högalid;2024;bostadsrätt;Bostadsrätt;1400
0,421726559;;1021;;Antal;0180R095_RegSO2025;Södra Högalid;;0180R095 Södra Högalid;2024;hyresrätt;Hyresrätt;1021
;;;;Antal;0180R095_RegSO2025;Södra Högalid;;0180R095 Södra Högalid;2024;uppgift saknas;Uppgift saknas;0
0;;;0;Antal;0180R096_RegSO2025;Södra Johannes;;0180R096 Södra Johannes;2024;äganderätt;Äganderätt;0
0,585382994;833;;;Antal;0180R096_RegSO2025;Södra Johannes;;0180R096 Södra Johannes;2024;bostadsrätt;Bostadsrätt;833
0,414617006;;590;;Antal;0180R096_RegSO2025;Södra Johannes;;0180R096 Södra Johannes;2024;hyresrätt;Hyresrätt;590
;;;;Antal;0180R096_RegSO2025;Södra Johannes;;0180R096 Södra Johannes;2024;uppgift saknas;Uppgift saknas;0
0;;;0;Antal;0180R097_RegSO2025;Södra Sofia;;0180R097 Södra Sofia;2024;äganderätt;Äganderätt;0
0,594381271;4443;;;Antal;0180R097_RegSO2025;Södra Sofia;;0180R097 Södra Sofia;2024;bostadsrätt;Bostadsrätt;4443
0,405618729;;3032;;Antal;0180R097_RegSO2025;Södra Sofia;;0180R097 Södra Sofia;2024;hyresrätt;Hyresrätt;3032
;;;;Antal;0180R097_RegSO2025;Södra Sofia;;0180R097 Södra Sofia;2024;uppgift saknas;Uppgift saknas;0
0;;;0;Antal;0180R098_RegSO2025;Södra Station;;0180R098 Södra Station;2024;äganderätt;Äganderätt;0
0,858681023;1914;;;Antal;0180R098_RegSO2025;Södra Station;;0180R098 Södra Station;2024;bostadsrätt;Bostadsrätt;1914
0,141318977;;315;;Antal;0180R098_RegSO2025;Södra Station;;0180R098 Södra Station;2024;hyresrätt;Hyresrätt;315
;;;;Antal;0180R098_RegSO2025;Södra Station;;0180R098 Södra Station;2024;uppgift saknas;Uppgift saknas;0
0,901639344;;;495;Antal;0180R099_RegSO2025;Södra Ängby;Bromma;0180R099 Södra Ängby;2024;äganderätt;Äganderätt;495
0,089253188;49;;;Antal;0180R099_RegSO2025;Södra Ängby;Bromma;0180R099 Södra Ängby;2024;bostadsrätt;Bostadsrätt;49
0,009107468;;5;;Antal;0180R099_RegSO2025;Södra Ängby;Bromma;0180R099 Södra Ängby;2024;hyresrätt;Hyresrätt;5
;;;;Antal;0180R099_RegSO2025;Södra Ängby;Bromma;0180R099 Södra Ängby;2024;uppgift saknas;Uppgift saknas;0
0,40875596;;;943;Antal;0180R100_RegSO2025;Tallkrogen;;0180R100 Tallkrogen;2024;äganderätt;Äganderätt;943
0,030775899;71;;;Antal;0180R100_RegSO2025;Tallkrogen;;0180R100 Tallkrogen;2024;bostadsrätt;Bostadsrätt;71
0,56046814;;1293;;Antal;0180R100_RegSO2025;Tallkrogen;;0180R100 Tallkrogen;2024;hyresrätt;Hyresrätt;1293
;;;;Antal;0180R100_RegSO2025;Tallkrogen;;0180R100 Tallkrogen;2024;uppgift saknas;Uppgift saknas;0
0;;;0;Antal;0180R101_RegSO2025;Tekniska Högskolan;;0180R101 Tekniska Högskolan;2024;äganderätt;Äganderätt;0
0,188851514;786;;;Antal;0180R101_RegSO2025;Tekniska Högskolan;;0180R101 Tekniska Högskolan;2024;bostadsrätt;Bostadsrätt;786
0,811148486;;3376;;Antal;0180R101_RegSO2025;Tekniska Högskolan;;0180R101 Tekniska Högskolan;2024;hyresrätt;Hyresrätt;3376
;;;;Antal;0180R101_RegSO2025;Tekniska Högskolan;;0180R101 Tekniska Högskolan;2024;uppgift saknas;Uppgift saknas;0
0,017934539;;;120;Antal;0180R102_RegSO2025;Tensta;;0180R102 Tensta;2024;äganderätt;Äganderätt;120
0,200567927;1342;;;Antal;0180R102_RegSO2025;Tensta;;0180R102 Tensta;2024;bostadsrätt;Bostadsrätt;1342
0,781497534;;5229;;Antal;0180R102_RegSO2025;Tensta;;0180R102 Tensta;2024;hyresrätt;Hyresrätt;5229
;;;;Antal;0180R102_RegSO2025;Tensta;;0180R102 Tensta;2024;uppgift saknas;Uppgift saknas;0
0,000219491;;;1;Antal;0180R103_RegSO2025;Traneberg;Bromma;0180R103 Traneberg;2024;äganderätt;Äganderätt;1
0,596575944;2718;;;Antal;0180R103_RegSO2025;Traneberg;Bromma;0180R103 Traneberg;2024;bostadsrätt;Bostadsrätt;2718
0,403204565;;1837;;Antal;0180R103_RegSO2025;Traneberg;Bromma;0180R103 Traneberg;2024;hyresrätt;Hyresrätt;1837
;;;;Antal;0180R103_RegSO2025;Traneberg;Bromma;0180R103 Traneberg;2024;uppgift saknas;Uppgift saknas;0
0,189975748;;;235;Antal;0180R104_RegSO2025;Ulvsunda;Bromma;0180R104 Ulvsunda;2024;äganderätt;Äganderätt;235
0,304769604;377;;;Antal;0180R104_RegSO2025;Ulvsunda;Bromma;0180R104 Ulvsunda;2024;bostadsrätt;Bostadsrätt;377
0,505254648;;625;;Antal;0180R104_RegSO2025;Ulvsunda;Bromma;0180R104 Ulvsunda;2024;hyresrätt;Hyresrätt;625
;;;;Antal;0180R104_RegSO2025;Ulvsunda;Bromma;0180R104 Ulvsunda;2024;uppgift saknas;Uppgift saknas;0
0;;;0;Antal;0180R105_RegSO2025;Ulvsunda Industriområde;;0180R105 Ulvsunda Industriområde;2024;äganderätt;Äganderätt;0
0,669569672;1307;;;Antal;0180R105_RegSO2025;Ulvsunda Industriområde;;0180R105 Ulvsunda Industriområde;2024;bostadsrätt;Bostadsrätt;1307
0,330430328;;645;;Antal;0180R105_RegSO2025;Ulvsunda Industriområde;;0180R105 Ulvsunda Industriområde;2024;hyresrätt;Hyresrätt;645
;;;;Antal;0180R105_RegSO2025;Ulvsunda Industriområde;;0180R105 Ulvsunda Industriområde;2024;uppgift saknas;Uppgift saknas;0
0,008695652;;;30;Antal;0180R106_RegSO2025;Universitetet;;0180R106 Universitetet;2024;äganderätt;Äganderätt;30
0,145797101;503;;;Antal;0180R106_RegSO2025;Universitetet;;0180R106 Universitetet;2024;bostadsrätt;Bostadsrätt;503
0,845507246;;2917;;Antal;0180R106_RegSO2025;Universitetet;;0180R106 Universitetet;2024;hyresrätt;Hyresrätt;2917
;;;;Antal;0180R106_RegSO2025;Universitetet;;0180R106 Universitetet;2024;uppgift saknas;Uppgift saknas;0
0,507076923;;;824;Antal;0180R107_RegSO2025;Vinsta;;0180R107 Vinsta;2024;äganderätt;Äganderätt;824
0,228307692;371;;;Antal;0180R107_RegSO2025;Vinsta;;0180R107 Vinsta;2024;bostadsrätt;Bostadsrätt;371
0,264615385;;430;;Antal;0180R107_RegSO2025;Vinsta;;0180R107 Vinsta;2024;hyresrätt;Hyresrätt;430
;;;;Antal;0180R107_RegSO2025;Vinsta;;0180R107 Vinsta;2024;uppgift saknas;Uppgift saknas;0
0,133149044;;;578;Antal;0180R108_RegSO2025;Vårberg;;0180R108 Vårberg;2024;äganderätt;Äganderätt;578
0,122091684;530;;;Antal;0180R108_RegSO2025;Vårberg;;0180R108 Vårberg;2024;bostadsrätt;Bostadsrätt;530
0,744759272;;3233;;Antal;0180R108_RegSO2025;Vårberg;;0180R108 Vårberg;2024;hyresrätt;Hyresrätt;3233
;;;;Antal;0180R108_RegSO2025;Vårberg;;0180R108 Vårberg;2024;uppgift saknas;Uppgift saknas;0
0,050318761;;;221;Antal;0180R109_RegSO2025;Vällingby;;0180R109 Vällingby;2024;äganderätt;Äganderätt;221
0,472677596;2076;;;Antal;0180R109_RegSO2025;Vällingby;;0180R109 Vällingby;2024;bostadsrätt;Bostadsrätt;2076
0,477003643;;2095;;Antal;0180R109_RegSO2025;Vällingby;;0180R109 Vällingby;2024;hyresrätt;Hyresrätt;2095
;;;;Antal;0180R109_RegSO2025;Vällingby;;0180R109 Vällingby;2024;uppgift saknas;Uppgift saknas;0
0,06131355;;;281;Antal;0180R110_RegSO2025;Västberga;Hägersten-Älvsjö;0180R110 Västberga;2024;äganderätt;Äganderätt;281
0,610735326;2799;;;Antal;0180R110_RegSO2025;Västberga;Hägersten-Älvsjö;0180R110 Västberga;2024;bostadsrätt;Bostadsrätt;2799
0,327951124;;1503;;Antal;0180R110_RegSO2025;Västberga;Hägersten-Älvsjö;0180R110 Västberga;2024;hyresrätt;Hyresrätt;1503
;;;;Antal;0180R110_RegSO2025;Västberga;Hägersten-Älvsjö;0180R110 Västberga;2024;uppgift saknas;Uppgift saknas;0
0,012984002;;;56;Antal;0180R111_RegSO2025;Västertorp;Hägersten-Älvsjö;0180R111 Västertorp;2024;äganderätt;Äganderätt;56
0,372594482;1607;;;Antal;0180R111_RegSO2025;Västertorp;Hägersten-Älvsjö;0180R111 Västertorp;2024;bostadsrätt;Bostadsrätt;1607
0,614421516;;2650;;Antal;0180R111_RegSO2025;Västertorp;Hägersten-Älvsjö;0180R111 Västertorp;2024;hyresrätt;Hyresrätt;2650
;;;;Antal;0180R111_RegSO2025;Västertorp;Hägersten-Älvsjö;0180R111 Västertorp;2024;uppgift saknas;Uppgift saknas;0
0,297359357;;;259;Antal;0180R112_RegSO2025;Västra Farsta Strand-Farstanäset;;0180R112 Västra Farsta Strand-Farstanäset;2024;äganderätt;Äganderätt;259
0,509758898;444;;;Antal;0180R112_RegSO2025;Västra Farsta Strand-Farstanäset;;0180R112 Västra Farsta Strand-Farstanäset;2024;bostadsrätt;Bostadsrätt;444
0,192881745;;168;;Antal;0180R112_RegSO2025;Västra Farsta Strand-Farstanäset;;0180R112 Västra Farsta Strand-Farstanäset;2024;hyresrätt;Hyresrätt;168
;;;;Antal;0180R112_RegSO2025;Västra Farsta Strand-Farstanäset;;0180R112 Västra Farsta Strand-Farstanäset;2024;uppgift saknas;Uppgift saknas;0
0;;;0;Antal;0180R113_RegSO2025;Västra Katarina;;0180R113 Västra Katarina;2024;äganderätt;Äganderätt;0
0,46142043;4210;;;Antal;0180R113_RegSO2025;Västra Katarina;;0180R113 Västra Katarina;2024;bostadsrätt;Bostadsrätt;4210
0,53857957;;4914;;Antal;0180R113_RegSO2025;Västra Katarina;;0180R113 Västra Katarina;2024;hyresrätt;Hyresrätt;4914
;;;;Antal;0180R113_RegSO2025;Västra Katarina;;0180R113 Västra Katarina;2024;uppgift saknas;Uppgift saknas;0
0,007719857;;;97;Antal;0180R114_RegSO2025;Västra Matteus;;0180R114 Västra Matteus;2024;äganderätt;Äganderätt;97
0,7143653;8976;;;Antal;0180R114_RegSO2025;Västra Matteus;;0180R114 Västra Matteus;2024;bostadsrätt;Bostadsrätt;8976
0,277914843;;3492;;Antal;0180R114_RegSO2025;Västra Matteus;;0180R114 Västra Matteus;2024;hyresrätt;Hyresrätt;3492
;;;;Antal;0180R114_RegSO2025;Västra Matteus;;0180R114 Västra Matteus;2024;uppgift saknas;Uppgift saknas;0
0;;;0;Antal;0180R115_RegSO2025;Åkeslund;Bromma;0180R115 Åkeslund;2024;äganderätt;Äganderätt;0
0,581501832;1270;;;Antal;0180R115_RegSO2025;Åkeslund;Bromma;0180R115 Åkeslund;2024;bostadsrätt;Bostadsrätt;1270
0,418498168;;914;;Antal;0180R115_RegSO2025;Åkeslund;Bromma;0180R115 Åkeslund;2024;hyresrätt;Hyresrätt;914
;;;;Antal;0180R115_RegSO2025;Åkeslund;Bromma;0180R115 Åkeslund;2024;uppgift saknas;Uppgift saknas;0
0,737127371;;;816;Antal;0180R116_RegSO2025;Ålsten;Bromma;0180R116 Ålsten;2024;äganderätt;Äganderätt;816
0,244805781;271;;;Antal;0180R116_RegSO2025;Ålsten;Bromma;0180R116 Ålsten;2024;bostadsrätt;Bostadsrätt;271
0,018066847;;20;;Antal;0180R116_RegSO2025;Ålsten;Bromma;0180R116 Ålsten;2024;hyresrätt;Hyresrätt;20
;;;;Antal;0180R116_RegSO2025;Ålsten;Bromma;0180R116 Ålsten;2024;uppgift saknas;Uppgift saknas;0
0;;;0;Antal;0180R117_RegSO2025;Årsta;;0180R117 Årsta;2024;äganderätt;Äganderätt;0
0,695158189;7954;;;Antal;0180R117_RegSO2025;Årsta;;0180R117 Årsta;2024;bostadsrätt;Bostadsrätt;7954
0,304841811;;3488;;Antal;0180R117_RegSO2025;Årsta;;0180R117 Årsta;2024;hyresrätt;Hyresrätt;3488
;;;;Antal;0180R117_RegSO2025;Årsta;;0180R117 Årsta;2024;uppgift saknas;Uppgift saknas;0
0,228886169;;;187;Antal;0180R118_RegSO2025;Älvsjö;Hägersten-Älvsjö;0180R118 Älvsjö;2024;äganderätt;Äganderätt;187
0,149326805;122;;;Antal;0180R118_RegSO2025;Älvsjö;Hägersten-Älvsjö;0180R118 Älvsjö;2024;bostadsrätt;Bostadsrätt;122
0,621787026;;508;;Antal;0180R118_RegSO2025;Älvsjö;Hägersten-Älvsjö;0180R118 Älvsjö;2024;hyresrätt;Hyresrätt;508
;;;;Antal;0180R118_RegSO2025;Älvsjö;Hägersten-Älvsjö;0180R118 Älvsjö;2024;uppgift saknas;Uppgift saknas;0
0,514550265;;;389;Antal;0180R119_RegSO2025;Äppelviken;Bromma;0180R119 Äppelviken;2024;äganderätt;Äganderätt;389
0,351851852;266;;;Antal;0180R119_RegSO2025;Äppelviken;Bromma;0180R119 Äppelviken;2024;bostadsrätt;Bostadsrätt;266
0,133597884;;101;;Antal;0180R119_RegSO2025;Äppelviken;Bromma;0180R119 Äppelviken;2024;hyresrätt;Hyresrätt;101
;;;;Antal;0180R119_RegSO2025;Äppelviken;Bromma;0180R119 Äppelviken;2024;uppgift saknas;Uppgift saknas;0
0,542503204;;;1270;Antal;0180R120_RegSO2025;Örby;;0180R120 Örby;2024;äganderätt;Äganderätt;1270
0,264844084;620;;;Antal;0180R120_RegSO2025;Örby;;0180R120 Örby;2024;bostadsrätt;Bostadsrätt;620
0,192652713;;451;;Antal;0180R120_RegSO2025;Örby;;0180R120 Örby;2024;hyresrätt;Hyresrätt;451
;;;;Antal;0180R120_RegSO2025;Örby;;0180R120 Örby;2024;uppgift saknas;Uppgift saknas;0
0,236730361;;;223;Antal;0180R121_RegSO2025;Örby Slott;;0180R121 Örby Slott;2024;äganderätt;Äganderätt;223
0,569002123;536;;;Antal;0180R121_RegSO2025;Örby Slott;;0180R121 Örby Slott;2024;bostadsrätt;Bostadsrätt;536
0,194267516;;183;;Antal;0180R121_RegSO2025;Örby Slott;;0180R121 Örby Slott;2024;hyresrätt;Hyresrätt;183
;;;;Antal;0180R121_RegSO2025;Örby Slott;;0180R121 Örby Slott;2024;uppgift saknas;Uppgift saknas;0
0;;;0;Antal;0180R122_RegSO2025;Östberga;Hägersten-Älvsjö;0180R122 Östberga;2024;äganderätt;Äganderätt;0
0,848249027;2180;;;Antal;0180R122_RegSO2025;Östberga;Hägersten-Älvsjö;0180R122 Östberga;2024;bostadsrätt;Bostadsrätt;2180
0,151750973;;390;;Antal;0180R122_RegSO2025;Östberga;Hägersten-Älvsjö;0180R122 Östberga;2024;hyresrätt;Hyresrätt;390
;;;;Antal;0180R122_RegSO2025;Östberga;Hägersten-Älvsjö;0180R122 Östberga;2024;uppgift saknas;Uppgift saknas;0
0,015037594;;;30;Antal;0180R123_RegSO2025;Östra Farsta Strand;;0180R123 Östra Farsta Strand;2024;äganderätt;Äganderätt;30
0,160401003;320;;;Antal;0180R123_RegSO2025;Östra Farsta Strand;;0180R123 Östra Farsta Strand;2024;bostadsrätt;Bostadsrätt;320
0,824561404;;1645;;Antal;0180R123_RegSO2025;Östra Farsta Strand;;0180R123 Östra Farsta Strand;2024;hyresrätt;Hyresrätt;1645
;;;;Antal;0180R123_RegSO2025;Östra Farsta Strand;;0180R123 Östra Farsta Strand;2024;uppgift saknas;Uppgift saknas;0
0,000397235;;;5;Antal;0180R124_RegSO2025;Östra Katarina;;0180R124 Östra Katarina;2024;äganderätt;Äganderätt;5
0,517279733;6511;;;Antal;0180R124_RegSO2025;Östra Katarina;;0180R124 Östra Katarina;2024;bostadsrätt;Bostadsrätt;6511
0,482323032;;6071;;Antal;0180R124_RegSO2025;Östra Katarina;;0180R124 Östra Katarina;2024;hyresrätt;Hyresrätt;6071
;;;;Antal;0180R124_RegSO2025;Östra Katarina;;0180R124 Östra Katarina;2024;uppgift saknas;Uppgift saknas;0
0;;;0;Antal;0180R125_RegSO2025;Östra Matteus;;0180R125 Östra Matteus;2024;äganderätt;Äganderätt;0
0,72821982;5592;;;Antal;0180R125_RegSO2025;Östra Matteus;;0180R125 Östra Matteus;2024;bostadsrätt;Bostadsrätt;5592
0,27178018;;2087;;Antal;0180R125_RegSO2025;Östra Matteus;;0180R125 Östra Matteus;2024;hyresrätt;Hyresrätt;2087
;;;;Antal;0180R125_RegSO2025;Östra Matteus;;0180R125 Östra Matteus;2024;uppgift saknas;Uppgift saknas;0
0;;;0;Antal;0180R126_RegSO2025;Östra Sankt Göran;;0180R126 Östra Sankt Göran;2024;äganderätt;Äganderätt;0
0,711970776;7601;;;Antal;0180R126_RegSO2025;Östra Sankt Göran;;0180R126 Östra Sankt Göran;2024;bostadsrätt;Bostadsrätt;7601
0,288029224;;3075;;Antal;0180R126_RegSO2025;Östra Sankt Göran;;0180R126 Östra Sankt Göran;2024;hyresrätt;Hyresrätt;3075
;;;;Antal;0180R126_RegSO2025;Östra Sankt Göran;;0180R126 Östra Sankt Göran;2024;uppgift saknas;Uppgift saknas;0
0,208845209;;;170;Antal;0180R127_RegSO2025;Östra Skarpnäcks gård-Flaten-Skrubba;;0180R127 Östra Skarpnäcks gård-Flaten-Skrubba;2024;äganderätt;Äganderätt;170
0,498771499;406;;;Antal;0180R127_RegSO2025;Östra Skarpnäcks gård-Flaten-Skrubba;;0180R127 Östra Skarpnäcks gård-Flaten-Skrubba;2024;bostadsrätt;Bostadsrätt;406
0,292383292;;238;;Antal;0180R127_RegSO2025;Östra Skarpnäcks gård-Flaten-Skrubba;;0180R127 Östra Skarpnäcks gård-Flaten-Skrubba;2024;hyresrätt;Hyresrätt;238
;;;;Antal;0180R127_RegSO2025;Östra Skarpnäcks gård-Flaten-Skrubba;;0180R127 Östra Skarpnäcks gård-Flaten-Skrubba;2024;uppgift saknas;Uppgift saknas;0
1;257568;223826;41259;;;;;;1028192;;;522654
;;;;;;;;;;;;
No filters applied;;;;;;;;;;;;