Namn,Typ,Kategori,Gata,Nr,Lat,Lon,Stadsdel,stadsdelsomrade
Magic Masala,restaurant,Restaurang & Snabbmat,Nioörtsvägen,24,59.3015599,18.016121,Midsommarkransen,Hägersten-Älvsjö
Midsommarkransens trafikskola,driving_school,Trafikskola,Tegelbruksvägen,8,59.3025534,18.014335,Midsommarkransen,Hägersten-Älvsjö
Smash N Grab,fast_food,Restaurang & Snabbmat,Fredsborgsgatan,,59.3059707,18.0303074,Liljeholmen,Hägersten-Älvsjö
Kringelgården Kransen,cafe,Kafé,Radiusbacken,,59.2985575,18.0029163,Västberga,Hägersten-Älvsjö
Lisebergs vårdcentral,doctor,Vårdcentral,Annebodavägen,4-6,59.2848365,18.0303853,Älvsjö,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Pingstvägen,,59.301087,17.9937606,Midsommarkransen,Hägersten-Älvsjö
Lugnet,playground,Lekplats,Terrängvägen,,59.2942412,17.9700555,Västertorp,Hägersten-Älvsjö
Kristallparken,playground,Lekplats,Sulvägen,,59.2871487,18.0034603,Solberga,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Elsa Borgs Gata,,59.2828065,17.9659617,Fruängen,Hägersten-Älvsjö
Lekplatsen Solhatten,playground,Lekplats,Elsa Borgs Gata,,59.283478,17.9673044,Fruängen,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Fruängsgatan,,59.284193,17.9681413,Fruängen,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Lina Sandells Plan,,59.2837588,17.9601189,Fruängen,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Lina Sandells Plan,,59.2845656,17.9610146,Fruängen,Hägersten-Älvsjö
Pizzeria Lugano,restaurant,Restaurang & Snabbmat,Fredrika Bremers Gata,63,59.2835794,17.970829,Fruängen,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Elin Wägners Gata,,59.2852541,17.9726617,Fruängen,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Elin Wägners Gata,,59.2859825,17.9710023,Fruängen,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Elin Wägners Gata,,59.2844173,17.9718698,Fruängen,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Ellen Keys Gata,,59.2882191,17.9662852,Fruängen,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Fredrika Bremers Gata,,59.2871324,17.9714389,Fruängen,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Hanna Paulis Gata,,59.2876557,17.9618021,Fruängen,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Hanna Paulis Gata,,59.2867196,17.9629663,Fruängen,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Hanna Paulis Gata,,59.2871711,17.9619961,Fruängen,Hägersten-Älvsjö
Parkleken Vippan,playground,Lekplats,Elin Wägners Gata,,59.2868424,17.9696987,Fruängen,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Eva Bonniers Gata,,59.2856931,17.9605601,Fruängen,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Doktor Widerströms Gata,,59.2850186,17.9588585,Fruängen,Hägersten-Älvsjö
Hamburgarprinsen,fast_food,Restaurang & Snabbmat,Doktor Widerströms Gata,,59.2853476,17.9561503,Fruängen,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Doktor Widerströms Gata,,59.2871093,17.9581462,Fruängen,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Doktor Widerströms Gata,,59.2864981,17.9574888,Fruängen,Hägersten-Älvsjö
Storhagen,playground,Lekplats,Herrängsvägen,,59.2754336,17.9612046,Älvsjö,Hägersten-Älvsjö
Fruktparken,playground,Lekplats,Liljeholmsgränd,,59.3110715,18.022184,Liljeholmen,Hägersten-Älvsjö
Tre kungars lund,playground,Lekplats,Tre kungars lund,,59.284972,18.0237632,Älvsjö,Hägersten-Älvsjö
Lidl,supermarket,Matbutik,Elisabeth Tamms Gata,2,59.285627,17.9544506,Fruängen,Hägersten-Älvsjö
Coop Mälarhöjden,supermarket,Matbutik,Hägerstensvägen,331,59.3013291,17.9573872,Hägersten,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Fem Fålars Brunn,,59.2847863,18.0268878,Älvsjö,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Mickelsbergsvägen,,59.2866784,17.975077,Fruängen,Hägersten-Älvsjö
Långbro värdshus,restaurant,Restaurang & Snabbmat,Stora Mans väg,4,59.282823,17.9708426,Älvsjö,Hägersten-Älvsjö
Arkenparken,playground,Lekplats,Torsslowsbacken,,59.3062412,17.9769444,Hägersten,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Mästarbacken,,59.2981977,17.9431737,Mälarhöjden,Hägersten-Älvsjö
Johannisdalsparken,playground,Lekplats,Sankt Mickelsgatan,,59.2964066,17.957966,Mälarhöjden,Hägersten-Älvsjö
Pandaparken,playground,Lekplats,Nybohovsgränd,,59.3076543,18.0177308,Liljeholmen,Hägersten-Älvsjö
Schlytersparken,playground,Lekplats,Schlytersvägen,,59.3067827,18.0073509,Aspudden,Hägersten-Älvsjö
Parklek Sjörövarparken,playground,Lekplats,Smaragdstigen,,59.2814003,18.008867,Solberga,Hägersten-Älvsjö
Apelsinen,playground,Lekplats,Apelsinstigen,,59.2839465,18.0145002,Solberga,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Pilgrimsvägen,,59.3051419,18.0026426,Aspudden,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Näbbskostigen,,59.2883133,18.014647,Solberga,Hägersten-Älvsjö
Gunnars Pizzeria,fast_food,Restaurang & Snabbmat,Herrängsvägen,,59.2757484,17.9612266,Älvsjö,Hägersten-Älvsjö
Klämman,playground,Lekplats,Sylvestergatan,,59.2864615,18.0287083,Älvsjö,Hägersten-Älvsjö
Park Folkets Hus,cinema,Biograf,Götalandsvägen,181,59.2831582,18.0272566,Liseberg,Hägersten-Älvsjö
Eolshälls 4 H-gård,cafe,Kafé,Eolshällsvägen,10,59.3078856,17.9694819,Hägersten,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Ekensbergsvägen,,59.3156447,17.9932308,Gröndal,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Gröndalsvägen,,59.3153829,18.0092357,Gröndal,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Örnbacken,,59.30927,17.9876444,Aspudden,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Selmedalsvägen,,59.3049254,17.9733691,Hägersten,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Selmedalsvägen,,59.3047878,17.9700238,Hägersten,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Selmedalsvägen,,59.3048481,17.9711576,Hägersten,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Selmedalsvägen,,59.3048825,17.9722869,Hägersten,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Gröndalsvägen,,59.3165046,18.0116344,Gröndal,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Ekensbergsvägen,,59.3161037,17.9924057,Gröndal,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Juvelerarvägen,,59.2879036,17.9934344,Solberga,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Smyckegränd,,59.2863928,17.9960799,Solberga,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Korpmossevägen,,59.2947442,17.9896157,Västberga,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Fregattvägen,,59.312684,18.0007917,Gröndal,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Hövdingagatan,,59.3068798,17.9918246,Aspudden,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Botvidsgatan,,59.3062938,17.9992611,Aspudden,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Hägerstensvägen,,59.3054169,17.9914834,Aspudden,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Hägerstensvägen,,59.3052971,17.9901362,Aspudden,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Hägerstensvägen,,59.3053371,17.990788,Aspudden,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Örnsbergsvägen,,59.3057595,17.9890531,Aspudden,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Mellanbergsvägen,,59.2910102,17.9896217,Västberga,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Räfsestigen,,59.2857402,17.9818039,Älvsjö,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Karossvägen,,59.2859727,17.981471,Älvsjö,Hägersten-Älvsjö
Daisy's express,fast_food,Restaurang & Snabbmat,Elektravägen,32,59.2952544,18.0109716,Västberga,Hägersten-Älvsjö
Café Uddvillan,cafe,Kafé,Klubbensborgsvägen,27,59.3076706,17.9584891,Hägersten,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Skidskyttevägen,,59.2910129,17.9712767,Västertorp,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Sigfridsvägen,,59.3089453,18.0063838,Aspudden,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Örnbacken,,59.3095221,17.9900789,Aspudden,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Ekensbergsvägen,,59.3147349,17.9899842,Gröndal,Hägersten-Älvsjö
Båtparken,playground,Lekplats,Sedelvägen,,59.2952972,17.9817846,Hägerstensåsen,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Dymlingsgränd,,59.290627,17.9862774,Hägerstensåsen,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Tomträttsvägen,,59.2941919,17.9833147,Hägerstensåsen,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Gröndalsvägen,,59.3141693,17.9905113,Gröndal,Hägersten-Älvsjö
Gym/Utomhusgym,fitness_station,Gym/Utomhusgym,Älvsjöskogens elljusspår,,59.2650237,17.9966321,Långsjö,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Gösta Ekmans väg,,59.3028637,17.9818054,Hägersten,Hägersten-Älvsjö
Långbro bakficka,cafe,Kafé,Stora Kvinns Väg,,59.2818034,17.9715299,Älvsjö,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Korpmossevägen,,59.292797,17.9894293,Västberga,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Gösta Ekmans väg,,59.3034228,17.9845761,Hägersten,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Piruettvägen,,59.2935954,17.9785477,Hägerstensåsen,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Hägerstensvägen,,59.3056737,17.9940364,Aspudden,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Tordyvelvägen,,59.276096,17.9845351,Älvsjö,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Konvaljestigen,,59.2758612,17.9704502,Älvsjö,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Cedergrensvägen,,59.3025709,18.0028615,Midsommarkransen,Hägersten-Älvsjö
Gym/Utomhusgym,fitness_station,Gym/Utomhusgym,Personnevägen,,59.2912146,17.9814735,Hägerstensåsen,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Dansbanevägen,,59.2955151,18.0091991,Västberga,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Elektravägen,,59.2952243,18.0088472,Västberga,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Elektravägen,,59.2947361,18.0084906,Västberga,Hägersten-Älvsjö
Tågparken,playground,Lekplats,Midsommarparken,,59.3010938,18.0124815,Midsommarkransen,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Aspuddsstigen,,59.3083414,17.9951682,Aspudden,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Aspuddsstigen,,59.3086413,17.9958374,Aspudden,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Torsten Almsstigen,,59.3085675,17.9942743,Aspudden,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Örnbacken,,59.3093412,17.9885182,Aspudden,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Torsten Alms Gata,,59.3091886,17.9862516,Aspudden,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Sigurd Rings Gata,,59.3093829,17.9928607,Aspudden,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Hägerstensvägen,,59.3040874,17.9826483,Hägersten,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Gösta Ekmans väg,,59.3034249,17.9796788,Hägersten,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Terrängvägen,,59.2940854,17.9693965,Västertorp,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Terrängvägen,,59.2943289,17.9701766,Västertorp,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Terrängvägen,,59.2939612,17.9700842,Västertorp,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Standarvägen,,59.2765852,18.0036235,Liseberg,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Styrbjörnsvägen,,59.3099007,18.0005078,Aspudden,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Nybodaringen,,59.3048544,18.0256745,Liljeholmen,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Nybodaringen,,59.304753,18.024029,Liljeholmen,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Trekantsstranden,,59.3136884,18.0161082,Liljeholmen,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Hildebergsvägen,,59.3028169,18.0283699,Liljeholmen,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Klensmedsvägen,6,59.2952499,17.9986178,Västberga,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Ellen Fries Gata,,59.2882923,17.9716815,Fruängen,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Elsa Brändströms Gata,,59.2879084,17.9774308,Fruängen,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Elsa Brändströms Gata,,59.2879344,17.9734759,Fruängen,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Backvindeln,,59.297713,17.946049,Mälarhöjden,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Backvindeln,,59.2982176,17.9476918,Mälarhöjden,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Hildebergsvägen,,59.3038312,18.0278501,Liljeholmen,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Sturehillsvägen,,59.3035153,18.0318319,Liljeholmen,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Sjöviksbacken,,59.3045217,18.0288372,Liljeholmen,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Nybohovsbacken,,59.3072373,18.0149026,Liljeholmen,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Nybohovsbacken,,59.3094402,18.0136908,Liljeholmen,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Sjöviksvägen,,59.305502,18.0373301,Liljeholmen,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Terrängvägen,,59.2920811,17.9634116,Västertorp,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Terrängvägen,,59.2915282,17.9647205,Västertorp,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Terrängvägen,,59.2923007,17.9646263,Västertorp,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Domargränd,,59.2921334,17.9667836,Västertorp,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Vasaloppsvägen,,59.2936644,17.9661966,Västertorp,Hägersten-Älvsjö
Lekplats,playground,Lekplats,,,59.2935138,17.9633416,Västertorp,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Vasaloppsvägen,,59.2927394,17.9624268,Västertorp,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Isgränd,,59.291388,17.9680901,Västertorp,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Västertorpsvägen,,59.2905198,17.9684915,Västertorp,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Klensmedsvägen,4,59.2951395,17.9995557,Västberga,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Sturehillsvägen,,59.3026556,18.0308653,Liljeholmen,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Fregattvägen,,59.3129195,18.0010809,Gröndal,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Nybodaringen,,59.3049968,18.0255274,Liljeholmen,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Årsta Skolgränd,,59.302216,18.031414,Liljeholmen,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Sjöviksbacken,,59.3047207,18.0301015,Liljeholmen,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Sannadalsvägen,,59.3146938,18.0132614,Gröndal,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Ljusstöparbacken,,59.3141886,18.0107816,Gröndal,Hägersten-Älvsjö
Mastparken,playground,Lekplats,Bryggvägen,,59.3158526,17.9982854,Gröndal,Hägersten-Älvsjö
Sannadalsparkens utegym,fitness_station,Gym/Utomhusgym,Gröndalsvägen,,59.3150089,18.0085257,Gröndal,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Gröndalsvägen,,59.3150309,17.9861643,Gröndal,Hägersten-Älvsjö
Liljeholmens utegym,fitness_station,Gym/Utomhusgym,Liljeholmsgränd,,59.3106174,18.0205876,Liljeholmen,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Gröndalsvägen,,59.3152632,17.9894619,Gröndal,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Gröndalsvägen,,59.3152142,17.9885647,Gröndal,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Svartlösavägen,,59.2737193,17.9776202,Älvsjö,Hägersten-Älvsjö
Fågelparken,playground,Lekplats,Aspuddsstigen,,59.3080827,17.9841934,Aspudden,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Mästarbacken,,59.2986681,17.9437829,Mälarhöjden,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Sturehillsvägen,,59.3027555,18.0315241,Liljeholmen,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Sjövikstorget,,59.307854,18.029127,Liljeholmen,Hägersten-Älvsjö
Blixtparken,playground,Lekplats,Nybohovsbacken,,59.309063,18.0179701,Liljeholmen,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Oktobergatan,,59.3016053,18.0058844,Midsommarkransen,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Vattenledningsvägen,,59.3006608,18.0050278,Midsommarkransen,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Tellusborgsvägen,,59.3015448,18.0054177,Midsommarkransen,Hägersten-Älvsjö
Midsommarköket,cafe,Kafé,Tellusborgsvägen,,59.3008355,18.004508,Midsommarkransen,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Sylvestergatan,,59.2874314,18.0276342,Älvsjö,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Mälsåkersvägen,,59.2805162,18.0286972,Örby slott,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Rävsnäsvägen,,59.2800356,18.0270507,Örby slott,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Vattenledningsvägen,,59.3022227,18.0079737,Midsommarkransen,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Sjöviksvägen,,59.305432,18.0365934,Liljeholmen,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Sjöviksvägen,,59.3056007,18.0368085,Liljeholmen,Hägersten-Älvsjö
Utegym,fitness_station,Gym/Utomhusgym,Vinterviksvägen,,59.3117506,18.0025198,Gröndal,Hägersten-Älvsjö
Lekplatsen Ada Nilsson,playground,Lekplats,Ada Nilssons gata,,59.2844051,17.9560886,Fruängen,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Ada Nilssons gata,,59.2836804,17.9566138,Fruängen,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Liljeholmsgränd,,59.3110246,18.0225364,Liljeholmen,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Cedergrensvägen,,59.302719,18.002662,Midsommarkransen,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Cedergrensvägen,,59.3028075,18.0027238,Midsommarkransen,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Cedergrensvägen,,59.3028772,18.0028384,Midsommarkransen,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Selmedalsringen,,59.3069467,17.9792219,Hägersten,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Katrinebergsbacken,,59.3117019,18.0269593,Liljeholmen,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Katrinebergsbacken,,59.3115473,18.0263545,Liljeholmen,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Glasbjörksvägen,,59.278695,17.9801065,Älvsjö,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Karin Boyes gata,,59.2806896,17.9583986,Fruängen,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Stövelvägen,,59.2867138,18.0079936,Solberga,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Herbariegränd,,59.3032761,18.0168782,Liljeholmen,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Telefonvägen,,59.2994264,18.001098,Midsommarkransen,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Personnevägen,,59.2914217,17.9808894,Hägerstensåsen,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Hultgränd,,59.2824295,17.9751216,Älvsjö,Hägersten-Älvsjö
Lekplats,playground,Lekplats,Årstadalsinfarten,,59.3076001,18.0259084,Liljeholmen,Hägersten-Älvsjö
